SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_FAMILY_STATUS,DAYS_EMPLOYED,DAYS_BIRTH,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3
154134,0,Cash loans,M,Y,Y,0,85500.0,436032.0,21339.0,360000.0,Married,-1081,-14080,,0.5497765478388815,0.7062051096536562
154141,0,Cash loans,M,N,N,2,180000.0,1125000.0,47664.0,1125000.0,Single / not married,-3071,-13659,0.3444566180553595,0.6468334631150922,0.7062051096536562
154156,0,Cash loans,M,Y,N,0,157500.0,545040.0,39627.0,450000.0,Married,-3001,-16588,,0.4838200569068172,0.4014074137749511
154168,1,Cash loans,M,Y,N,0,247500.0,945000.0,37606.5,945000.0,Married,-1162,-12260,,0.2445285657588559,0.5638350489514956
154172,0,Cash loans,M,N,Y,1,117000.0,257391.0,20340.0,238500.0,Married,-2542,-13402,,0.6087551557053642,0.4188542886233217
154181,1,Revolving loans,F,N,Y,0,157500.0,450000.0,22500.0,450000.0,Married,-1179,-11544,,0.5258536222621686,0.5028782772082183
154196,0,Revolving loans,M,Y,Y,0,94500.0,180000.0,9000.0,180000.0,Married,-772,-7812,,0.5620952065744843,0.2866524828090694
154218,0,Cash loans,F,N,Y,0,225000.0,758002.5,50859.0,715500.0,Married,365243,-21793,,0.5523732700786623,
154224,0,Cash loans,F,Y,N,0,180000.0,684652.5,35086.5,544500.0,Married,-7415,-19007,0.5432215440171126,0.6297562133485528,0.5190973382084597
154257,0,Cash loans,M,N,N,0,225000.0,941580.0,91728.0,900000.0,Married,-5575,-15240,,0.6152147131965184,
154274,1,Cash loans,F,N,Y,0,225000.0,534204.0,42336.0,495000.0,Separated,-2972,-17299,0.8818477630560586,0.5797388740493059,0.6161216908872079
154284,0,Cash loans,F,N,Y,0,180000.0,967500.0,28417.5,967500.0,Married,365243,-22852,,0.1698542589574682,
154338,0,Cash loans,M,Y,Y,1,202500.0,484789.5,25510.5,418500.0,Single / not married,-968,-16545,0.5901228320851871,0.6330743827359632,0.470456116119975
154359,0,Revolving loans,M,N,Y,0,67500.0,292500.0,14625.0,292500.0,Single / not married,365243,-23453,,0.4097218168317915,0.7151031019926098
154384,0,Cash loans,F,N,Y,0,90000.0,101880.0,8176.5,90000.0,Civil marriage,-309,-8895,0.6465582010911703,0.7413835772819259,
154385,0,Cash loans,F,N,N,0,225000.0,1575000.0,49455.0,1575000.0,Married,-3182,-16594,,0.5012155319615265,
154404,0,Revolving loans,F,Y,Y,0,202500.0,180000.0,9000.0,180000.0,Single / not married,-451,-9367,,0.2014886715271764,
154425,0,Cash loans,M,Y,Y,0,252000.0,675000.0,41427.0,675000.0,Single / not married,-699,-15044,,0.4145854682657609,0.3927738606031339
154431,0,Cash loans,F,N,Y,2,90000.0,373140.0,25065.0,337500.0,Married,-2469,-11839,0.4250298837190305,0.1066179896897662,
154438,0,Cash loans,M,Y,Y,0,202500.0,720000.0,21051.0,720000.0,Married,-688,-20431,,0.4494370506711652,0.5082869913916046
154472,0,Cash loans,F,N,Y,0,135000.0,312768.0,13248.0,270000.0,Widow,365243,-21687,,0.5748669479949328,0.4902575124990026
154489,0,Cash loans,F,N,Y,0,247500.0,571486.5,29308.5,454500.0,Widow,-3808,-22294,,0.534437915859441,0.5406544504453575
154504,0,Cash loans,F,N,N,3,450000.0,675000.0,21775.5,675000.0,Separated,-704,-18220,,0.6480863029617673,0.520897599048938
154527,1,Cash loans,M,N,N,0,180000.0,225000.0,25384.5,225000.0,Civil marriage,-570,-11804,,0.6030636759298853,0.1604889306273446
154563,0,Cash loans,M,Y,Y,0,180000.0,1096236.0,36360.0,832500.0,Married,-918,-10760,0.1604686404357754,0.5864368320720796,0.2955826421513093
154569,0,Cash loans,F,N,Y,0,225000.0,539100.0,27693.0,450000.0,Married,365243,-23367,0.4557774743011904,0.5465105848581701,0.1566398270314114
154574,0,Cash loans,M,Y,N,0,292500.0,2013840.0,55507.5,1800000.0,Married,-442,-14276,0.5331619012540612,0.5842182250357898,0.5064842396679806
154577,0,Cash loans,F,N,Y,1,166500.0,1129500.0,29925.0,1129500.0,Married,-5904,-13557,0.6517422129833573,0.6680204349150283,0.8027454758994178
154606,0,Cash loans,F,N,Y,0,112500.0,254700.0,25191.0,225000.0,Married,365243,-24900,,0.2245550979735128,0.6347055309763198
154634,0,Cash loans,F,Y,Y,0,67500.0,286704.0,12276.0,247500.0,Married,365243,-20705,,0.1291240177141263,0.7106743858828587
154646,0,Cash loans,F,N,Y,0,90000.0,675000.0,34596.0,675000.0,Single / not married,-773,-19737,0.6264829870363628,0.1876887433431096,0.6430255641096323
154656,0,Cash loans,F,N,Y,0,157500.0,284400.0,17397.0,225000.0,Civil marriage,-4194,-24406,0.7540468256577322,0.7085824432084993,0.3572932680336494
154677,0,Cash loans,F,Y,Y,0,157500.0,270000.0,21460.5,270000.0,Married,-4490,-13930,0.8297938109929316,0.6577540749879514,0.4188542886233217
154679,0,Cash loans,M,N,Y,0,90000.0,284400.0,16011.0,225000.0,Married,-1889,-24118,,0.5414874845265664,0.5046813193144684
154719,0,Cash loans,M,N,Y,0,90000.0,691020.0,22419.0,495000.0,Married,-929,-20913,0.6531593482453443,0.3281436373558142,0.6127042441012546
154720,0,Cash loans,M,N,Y,0,202500.0,327024.0,21028.5,270000.0,Married,-1253,-17086,,0.4088547563557495,0.4812493411434029
154740,0,Cash loans,M,N,Y,0,112500.0,272520.0,16672.5,225000.0,Single / not married,-1305,-13589,0.2440279997048793,0.31311265962214,0.3441550073724169
154742,0,Cash loans,F,N,Y,0,247500.0,431280.0,22018.5,360000.0,Widow,365243,-21489,0.8732664637550647,0.4213840573579377,0.3506958432829587
154758,0,Cash loans,F,N,Y,1,117000.0,49500.0,4626.0,49500.0,Single / not married,-384,-9733,,0.1412663716959859,0.4489622731076524
154759,1,Cash loans,M,N,Y,0,135000.0,545040.0,36553.5,450000.0,Separated,-403,-17602,,0.055368374851169,
154772,0,Cash loans,M,Y,Y,1,157500.0,953460.0,64107.0,900000.0,Married,-3024,-15763,,0.6853789082530556,
154829,0,Cash loans,M,N,Y,0,112500.0,971280.0,51745.5,900000.0,Widow,-1820,-19907,,0.1548483364575313,
154848,0,Cash loans,F,N,Y,1,202500.0,1027327.5,43654.5,945000.0,Separated,-1657,-14058,,0.6707933556550142,0.7813782380840683
154873,0,Cash loans,M,N,Y,0,202500.0,1065681.0,45279.0,904500.0,Civil marriage,-4089,-13978,0.2646595511297035,0.7064329379258768,0.363945238612397
154876,0,Cash loans,F,N,Y,0,157500.0,270000.0,26703.0,270000.0,Married,-1246,-14006,0.6200967472546433,0.5856410798063704,0.3046721837533529
154879,0,Revolving loans,F,Y,Y,0,270000.0,135000.0,6750.0,135000.0,Civil marriage,-8758,-20064,,0.4505627932766191,0.213966852261798
154882,0,Revolving loans,F,N,Y,0,121500.0,315000.0,15750.0,315000.0,Separated,365243,-21960,,0.6111794937389836,0.6178261467332483
154904,0,Cash loans,M,Y,Y,0,135000.0,954864.0,30933.0,684000.0,Married,-334,-14014,,0.6615588974389415,0.4632753280912678
154945,0,Cash loans,M,N,N,1,270000.0,1211049.0,32076.0,1057500.0,Married,-1260,-11398,0.2080212807800602,0.5338883371907167,0.6690566947824041
154981,0,Revolving loans,F,N,Y,1,157500.0,225000.0,11250.0,225000.0,Married,-4669,-15363,,0.5987161760541374,0.511891801533151
154999,0,Cash loans,F,Y,Y,0,139500.0,675000.0,24376.5,675000.0,Widow,365243,-21266,0.8733564389088037,0.6300926656844718,0.5656079814115492
155022,0,Cash loans,F,N,Y,0,157500.0,435276.0,31671.0,355500.0,Married,-10583,-17953,,0.7465898495869621,0.2636468134452008
155032,0,Cash loans,F,N,Y,0,238500.0,312768.0,24840.0,270000.0,Married,-1546,-9916,0.5370035318399026,0.5279032319586968,0.8307666055019554
155063,1,Revolving loans,F,N,Y,0,166500.0,202500.0,10125.0,202500.0,Married,-5381,-15593,,0.5669871465600096,0.0005272652387098
155110,0,Cash loans,F,Y,Y,3,247500.0,1303812.0,35982.0,1138500.0,Married,-3303,-15221,0.6541659299488831,0.7135065910308734,0.7076993447402619
155140,0,Cash loans,F,N,Y,0,630000.0,935640.0,91278.0,900000.0,Single / not married,365243,-21982,,0.6050563418391851,0.6161216908872079
155153,0,Cash loans,M,N,Y,1,202500.0,219042.0,24844.5,193500.0,Married,-353,-12183,,0.3497556683393556,0.5656079814115492
155165,0,Cash loans,M,N,Y,0,225000.0,254700.0,14751.0,225000.0,Married,365243,-24672,,0.5440977939296764,0.6986675550534175
155189,0,Cash loans,F,Y,Y,0,405000.0,1288350.0,37669.5,1125000.0,Married,-4396,-15556,0.7945121939383798,0.6932742309309081,0.2366108235287817
155223,0,Revolving loans,F,N,Y,0,180000.0,540000.0,27000.0,540000.0,Married,365243,-21937,,0.6329575430340724,0.722392890081304
155236,1,Cash loans,M,Y,N,0,135000.0,414792.0,25335.0,315000.0,Single / not married,-1844,-10846,0.1828846488051917,0.5163693836923573,
155248,1,Cash loans,M,N,Y,0,180000.0,495216.0,26995.5,427500.0,Widow,-3569,-19911,,0.7448316681873887,0.1309471529360181
155264,0,Cash loans,F,Y,N,0,270000.0,900000.0,38133.0,900000.0,Married,-7360,-19093,0.8036030482267164,0.7745781615290926,0.1198779608955348
155298,0,Revolving loans,F,Y,Y,2,315000.0,900000.0,45000.0,900000.0,Separated,-6544,-14011,,0.5282356615881453,0.520897599048938
155302,0,Cash loans,M,N,N,0,180000.0,450000.0,17095.5,450000.0,Single / not married,-855,-10437,,0.5597793628045108,0.7136313997323308
155335,0,Cash loans,F,N,Y,0,315000.0,900000.0,94639.5,900000.0,Married,-9306,-19508,0.3737870938591264,0.7409263037438747,
155348,0,Cash loans,M,N,Y,0,135000.0,1248030.0,41377.5,1021500.0,Single / not married,-1594,-11215,,0.3742381612409978,0.2327247762679433
155386,0,Cash loans,M,N,Y,0,225000.0,373500.0,19683.0,373500.0,Single / not married,-2770,-11428,0.2959647803148395,0.3841626724111628,0.4507472818545589
155388,0,Cash loans,M,Y,N,0,166500.0,1078200.0,31653.0,900000.0,Married,-1939,-19440,,0.6033044432607436,0.4543210601605785
155407,0,Cash loans,F,Y,Y,0,495000.0,835380.0,40320.0,675000.0,Married,-1321,-18421,,0.6683888981051882,0.6363761710860439
155426,0,Cash loans,F,N,N,2,90000.0,646920.0,17194.5,540000.0,Civil marriage,-740,-10729,0.20745099044217,0.173319989824917,0.2151824041847538
155440,0,Cash loans,M,N,Y,1,225000.0,521280.0,31630.5,450000.0,Married,-669,-14399,0.2558802640569605,0.6806207289238421,
155461,0,Revolving loans,F,Y,N,0,126000.0,382500.0,19125.0,382500.0,Married,-3868,-14971,0.7436187818245797,0.6177326119301509,0.7726311345553628
155470,0,Cash loans,F,N,N,0,157500.0,1125000.0,32895.0,1125000.0,Married,365243,-20255,,0.7314262452633001,0.3046721837533529
155489,0,Cash loans,F,N,N,0,90000.0,364356.0,17527.5,261000.0,Married,365243,-23291,0.7450083220583025,0.2183309845489444,0.375711009574066
155490,0,Cash loans,F,Y,Y,1,103500.0,343800.0,13090.5,225000.0,Married,-143,-19856,,0.2205483698110515,0.7610263695502636
155495,0,Cash loans,F,Y,Y,1,135000.0,553806.0,28404.0,495000.0,Civil marriage,-3108,-9705,,0.7014243458455739,0.4830501881366946
155527,0,Revolving loans,F,N,Y,0,112500.0,337500.0,16875.0,337500.0,Married,365243,-22511,0.7955665750966635,0.1369896543557914,0.3154721549257734
155529,0,Cash loans,F,N,Y,0,67500.0,265536.0,12901.5,180000.0,Single / not married,365243,-23110,,0.5857312876053761,0.7352209993926424
155539,0,Cash loans,F,N,N,0,126000.0,89554.5,9175.5,81000.0,Separated,-2339,-19765,,0.6791739358190959,0.2925880073368475
155553,0,Cash loans,F,N,Y,0,126000.0,544491.0,17563.5,454500.0,Married,-842,-11280,,0.1197986948322425,0.5762088360175724
155572,0,Cash loans,F,N,Y,0,135000.0,942300.0,30528.0,675000.0,Civil marriage,-1577,-18887,,0.6584232465669398,0.6626377922738201
155604,0,Cash loans,F,Y,Y,1,270000.0,298512.0,31342.5,270000.0,Separated,-2490,-15582,0.4486545239947981,0.5725458785394049,0.5424451438613613
155608,0,Cash loans,M,Y,Y,1,225000.0,405000.0,19611.0,405000.0,Married,-4085,-11137,,0.5991048949672663,0.3893387918468769
155637,0,Cash loans,M,Y,N,0,270000.0,494550.0,39649.5,450000.0,Single / not married,-4121,-15313,0.4479177618648805,0.6178565352239239,0.6577838002083306
155665,0,Cash loans,F,Y,N,0,157500.0,1129500.0,33025.5,1129500.0,Single / not married,-1340,-11284,0.4740953274468413,0.6719753787137381,
155677,0,Cash loans,M,Y,Y,0,135000.0,675000.0,21775.5,675000.0,Married,-1641,-17104,,0.2102646222757939,0.816092360478441
155709,0,Cash loans,M,Y,N,0,326250.0,540000.0,27958.5,540000.0,Married,-108,-11770,,0.6038433711179735,0.5673792367572691
155762,0,Cash loans,M,Y,Y,0,225000.0,900000.0,43299.0,900000.0,Married,-216,-15114,,0.6144793712505298,0.4650692149562261
155785,0,Cash loans,F,N,Y,0,76500.0,270000.0,15628.5,270000.0,Married,-1836,-20875,,0.6117198025660773,0.3774042489507649
155818,0,Cash loans,M,Y,Y,1,157500.0,1042560.0,40702.5,900000.0,Married,-2201,-17198,,0.5912070216421211,
155821,0,Cash loans,F,N,Y,0,202500.0,900000.0,26446.5,900000.0,Civil marriage,-7727,-19692,,0.2265068731262381,0.5762088360175724
155842,0,Cash loans,F,N,Y,0,225000.0,1057500.0,47916.0,1057500.0,Married,365243,-21803,,0.5484609133981894,0.6610235391308081
155846,0,Cash loans,F,N,Y,0,90000.0,794173.5,33777.0,697500.0,Married,365243,-23049,0.8702126091635957,0.5704359602152439,0.6658549219640212
155862,0,Cash loans,F,N,Y,0,121500.0,161730.0,12829.5,135000.0,Married,-1678,-12639,0.349371233383342,0.4952075628666062,0.3376727217405312
155866,0,Cash loans,F,N,Y,0,121500.0,545040.0,25537.5,450000.0,Married,365243,-19751,,0.5400212302707311,0.3185955240537633
155868,0,Cash loans,M,N,Y,0,292500.0,697500.0,66226.5,697500.0,Married,-1327,-19248,0.5071181453869954,0.6380734421794003,0.4686596550493113
155883,0,Cash loans,F,N,N,0,225000.0,862560.0,23719.5,720000.0,Married,-3316,-14087,,0.7596909431272645,0.1694287272664794
155900,0,Cash loans,F,N,Y,0,225000.0,1467612.0,58203.0,1350000.0,Married,-703,-19457,,0.3572819736123357,0.7738956942145427
155902,0,Cash loans,M,N,N,0,58500.0,312768.0,13774.5,270000.0,Married,-3155,-20963,,0.7243274564605506,0.5531646987710016
155927,0,Cash loans,F,N,Y,0,108000.0,504319.5,19998.0,504319.5,Married,365243,-21297,0.7236188315232542,0.5476592883854228,0.5100895276257282
155938,0,Cash loans,M,Y,Y,2,202500.0,932643.0,33174.0,778500.0,Married,-643,-14763,,0.270393383534492,
155974,0,Cash loans,F,N,Y,2,99000.0,381528.0,14512.5,315000.0,Civil marriage,-285,-13841,,0.5167734895659235,
155975,0,Cash loans,M,N,Y,1,112500.0,808650.0,29709.0,675000.0,Married,-2670,-15509,,0.7236588873054473,0.7136313997323308
156044,0,Cash loans,M,N,Y,0,162000.0,202500.0,10336.5,202500.0,Married,-1297,-18655,,0.5295324399593219,0.6910212267577837
156048,0,Revolving loans,F,N,Y,0,90000.0,135000.0,6750.0,135000.0,Married,-1450,-14571,,0.5469712101291455,0.5954562029091491
156066,0,Cash loans,M,N,N,0,202500.0,719946.0,34767.0,643500.0,Single / not married,-1596,-15498,,0.0280147851592485,0.1624419982223248
156074,0,Cash loans,F,N,Y,0,40500.0,177768.0,9216.0,135000.0,Widow,365243,-20716,,0.4959127366745922,0.3689687382528466
156090,1,Cash loans,M,N,Y,0,247500.0,916470.0,32598.0,765000.0,Married,-1307,-11678,0.2367360175598008,0.1069475355024033,0.1253078784282391
156098,0,Cash loans,M,Y,N,1,90000.0,315000.0,13342.5,315000.0,Married,-887,-11255,,0.2982857906504956,0.5954562029091491
156120,0,Cash loans,F,Y,Y,1,63000.0,1079581.5,45868.5,886500.0,Married,-773,-14636,0.4706650604628094,0.5983588653685424,0.4014074137749511
156130,0,Cash loans,F,N,Y,0,225000.0,675000.0,21906.0,675000.0,Married,-4876,-18012,0.7587441147186308,0.6895884897577576,0.3201633668633456
156196,0,Cash loans,M,Y,Y,0,202500.0,450000.0,30073.5,450000.0,Married,-1687,-11775,,0.6359497615147532,0.6577838002083306
156223,0,Cash loans,F,N,Y,0,180000.0,616500.0,48838.5,616500.0,Married,-10222,-18969,0.6373200344342522,0.7113382020348302,0.1068419476808217
156232,0,Cash loans,F,N,Y,0,112500.0,284400.0,16456.5,225000.0,Single / not married,-1041,-11652,0.3404061657093046,0.4378869721607857,0.475849908720221
156349,0,Cash loans,F,N,Y,0,112500.0,651600.0,33399.0,562500.0,Married,-2731,-18379,0.6391976648957651,0.6394408709146043,0.4794489811780563
156352,0,Cash loans,M,N,Y,0,121500.0,106974.0,11520.0,94500.0,Married,-95,-20611,,0.7259923137484607,0.4083588531230431
156382,0,Cash loans,F,Y,N,1,180000.0,1062027.0,31180.5,886500.0,Single / not married,-4299,-13058,,0.6884264366809603,
156383,0,Cash loans,F,N,Y,0,247500.0,528633.0,27121.5,472500.0,Married,-656,-8834,0.0545240189036605,0.4588963291247791,0.2750003523983893
156409,0,Cash loans,F,N,Y,0,157500.0,942300.0,27679.5,675000.0,Civil marriage,-1611,-19850,,0.5671320976041361,
156413,0,Cash loans,F,N,Y,0,67500.0,130500.0,10309.5,130500.0,Married,-3522,-10837,0.3759849596466303,0.3712114772203039,0.4048783643353997
156448,0,Cash loans,F,N,Y,0,90000.0,265500.0,11376.0,265500.0,Married,365243,-22100,,0.5664072279593144,0.4920600938649263
156462,0,Cash loans,M,N,N,1,270000.0,723604.5,57168.0,670500.0,Married,-2701,-9483,,0.2102936732413438,0.6577838002083306
156497,0,Cash loans,F,N,Y,1,90000.0,142632.0,17055.0,126000.0,Married,-793,-13458,,0.3099000696355753,0.3996756156233169
156502,0,Cash loans,F,N,Y,0,135000.0,1288350.0,37053.0,1125000.0,Separated,-3295,-23344,,0.6378613150428755,0.7091891096653581
156511,0,Cash loans,F,N,N,0,225000.0,1223010.0,51948.0,1125000.0,Widow,-8421,-21631,0.8715405935056465,0.7330255170864817,0.7688075728291359
156550,0,Cash loans,F,N,N,0,153000.0,450000.0,21888.0,450000.0,Married,365243,-14559,,0.6319154566604207,0.324891229465852
156569,0,Cash loans,M,N,N,1,270000.0,553806.0,26770.5,495000.0,Married,-5087,-16008,0.6864361549721435,0.6990834701569626,0.6127042441012546
156575,0,Cash loans,M,Y,Y,0,292500.0,225000.0,21582.0,225000.0,Married,-6113,-16085,0.55589470056535,0.6651335393797176,0.7922644738669378
156592,0,Cash loans,F,Y,Y,2,90000.0,526491.0,19039.5,454500.0,Married,-1072,-11565,0.6291453712312775,0.5708110080975237,
156595,0,Cash loans,F,N,N,0,270000.0,654498.0,31486.5,585000.0,Married,365243,-20999,,0.5283065040199261,0.3723336657058204
156605,0,Cash loans,F,N,N,0,67500.0,306000.0,13608.0,306000.0,Married,-1712,-11140,0.3671448849467617,0.5871526235295448,0.3979463219016906
156645,0,Cash loans,F,Y,Y,0,135000.0,113760.0,4419.0,90000.0,Single / not married,-635,-18189,,0.6596762429027828,0.5937175866150576
156661,0,Cash loans,M,Y,N,0,292500.0,1080000.0,75298.5,1080000.0,Married,-3848,-14046,0.4713434137384264,0.7072757425047499,0.6674577419214722
156676,0,Cash loans,M,N,Y,1,337500.0,720000.0,39190.5,720000.0,Married,-2264,-15252,,0.4649619367813978,0.6940926425266661
156716,1,Cash loans,M,Y,N,1,121500.0,808650.0,26086.5,675000.0,Married,-5439,-14834,,0.6169319057643811,0.656158373001177
156717,0,Cash loans,M,Y,Y,0,157500.0,778968.0,22905.0,558000.0,Married,-434,-20641,0.5944133943421969,0.7497909673556177,0.4920600938649263
156737,0,Cash loans,M,N,Y,0,180000.0,555273.0,18040.5,463500.0,Married,-617,-20442,,0.585402266744563,0.3774042489507649
156752,0,Cash loans,F,N,N,1,450000.0,1595970.0,65133.0,1426500.0,Married,-1003,-14061,0.3464913976867346,0.5999921767608095,0.6041125998015721
156762,0,Cash loans,M,Y,Y,0,202500.0,824823.0,26739.0,688500.0,Married,-4223,-17724,,0.2622583692422573,0.7407990879702335
156786,0,Cash loans,M,Y,Y,1,225000.0,332946.0,16146.0,238500.0,Married,-4836,-12310,0.2341091306703661,0.7258095731887246,0.3425288720742255
156791,0,Cash loans,F,N,Y,1,202500.0,810378.0,26271.0,580500.0,Married,-2341,-14297,0.4505488322004376,0.6777475725570354,0.7281412993111438
156794,0,Cash loans,F,N,Y,0,45000.0,544491.0,16047.0,454500.0,Widow,365243,-21777,,0.1064909994328051,
156804,0,Cash loans,F,N,Y,1,450000.0,1216269.0,81738.0,1165500.0,Married,-2817,-11628,0.4638900949411757,0.6574832756179935,
156807,0,Revolving loans,F,N,Y,0,261000.0,405000.0,20250.0,405000.0,Single / not married,-617,-14406,0.5532154679079857,0.458825740599341,0.7380196196295241
156864,0,Cash loans,M,Y,N,3,157500.0,675000.0,47110.5,675000.0,Married,-1059,-13663,0.4064767523991281,0.5060971698742979,0.6006575372857061
156880,0,Cash loans,M,N,Y,0,157500.0,453514.5,27535.5,391500.0,Civil marriage,-4624,-19809,,0.7149571535093691,
156881,0,Cash loans,M,N,N,0,225000.0,781920.0,37746.0,675000.0,Married,-1036,-16348,0.1257677551614476,0.6718452214451704,0.266456808245056
156890,0,Cash loans,F,N,Y,0,157500.0,343800.0,12960.0,225000.0,Separated,-1775,-21999,0.8689263295100749,0.7498032745227136,0.5797274227921155
156906,0,Cash loans,M,Y,N,1,157500.0,672174.0,19782.0,481500.0,Married,-3132,-18516,0.2698734575694913,0.3932189192537965,0.6479768603302221
156907,0,Cash loans,F,N,Y,0,67500.0,254700.0,16407.0,225000.0,Married,365243,-20575,,0.4023071096081088,0.3217352821966848
156914,0,Cash loans,F,N,Y,0,112500.0,156384.0,11821.5,135000.0,Married,365243,-19872,0.6527306843573186,0.6593717974198853,0.7898803468924867
156924,0,Cash loans,F,Y,Y,0,126000.0,675000.0,32602.5,675000.0,Separated,-3092,-16015,,0.5378966549125547,
156927,0,Revolving loans,M,Y,Y,1,112500.0,180000.0,9000.0,180000.0,Married,-553,-9087,0.3365308580063569,0.6937483297811796,
156944,0,Cash loans,F,N,Y,0,193500.0,495351.0,26518.5,459000.0,Widow,-5345,-20639,,0.6974663400220183,0.7421816117614419
156974,0,Cash loans,F,N,Y,0,157500.0,310671.0,22644.0,256500.0,Widow,-210,-19792,,0.4010247818475213,
156991,0,Cash loans,F,N,N,0,135000.0,255960.0,9778.5,202500.0,Married,365243,-20448,0.7671699411526391,0.5684200435668831,
157015,0,Cash loans,F,N,N,1,112500.0,495000.0,38304.0,495000.0,Married,-393,-10309,0.4513892649192798,0.5961443782869431,0.4902575124990026
157040,0,Cash loans,M,Y,Y,2,135000.0,592560.0,32274.0,450000.0,Married,-1480,-15150,,0.162144567666238,
157049,0,Cash loans,F,N,Y,0,112500.0,532494.0,29862.0,454500.0,Married,-1855,-14674,0.6231239768515779,0.6317425033716729,0.3539876078507373
157128,0,Cash loans,F,N,Y,0,112500.0,538704.0,22954.5,481500.0,Married,-9839,-16913,,0.5739100343509795,0.4101025731788671
157139,0,Cash loans,M,Y,Y,2,225000.0,450000.0,28759.5,450000.0,Married,-991,-12890,0.4775765605655252,0.6656836908971765,0.5954562029091491
157162,0,Cash loans,M,Y,N,0,103500.0,586633.5,27184.5,445500.0,Married,-2406,-10745,,0.3634211184997364,0.248535557339522
157178,0,Cash loans,F,Y,Y,1,180000.0,283500.0,18585.0,283500.0,Married,-1816,-10066,0.3177370430958772,0.5136821066162538,0.6058362647264226
157217,0,Revolving loans,F,N,Y,0,391500.0,450000.0,22500.0,450000.0,Single / not married,-636,-18727,,0.6573404491745918,0.5638350489514956
157222,1,Cash loans,M,Y,Y,0,112500.0,446931.0,21865.5,369000.0,Married,-2567,-17407,,0.2994955593936695,0.4489622731076524
157249,0,Cash loans,F,Y,Y,2,675000.0,799299.0,40941.0,702000.0,Married,-1175,-13567,0.8310311843528855,0.7367702794746953,0.2567055724393002
157293,0,Cash loans,F,N,Y,0,59400.0,253737.0,14697.0,229500.0,Married,365243,-22760,0.7615002095429655,0.7279108359556901,0.6313545365850379
157304,0,Cash loans,F,Y,Y,0,67500.0,469152.0,24691.5,405000.0,Married,-8632,-19579,0.7504753763009929,0.4176032101191671,
157329,0,Cash loans,F,N,Y,0,225000.0,540000.0,51403.5,540000.0,Separated,-4010,-16890,0.5040202908696679,0.7415680157988465,0.6263042766749393
157387,0,Cash loans,M,Y,Y,0,337500.0,405000.0,40054.5,405000.0,Single / not married,-1356,-9313,0.5860715685815019,0.5257227657915295,0.6397075677637197
157405,0,Cash loans,F,Y,Y,0,112500.0,239850.0,28462.5,225000.0,Married,-4276,-12263,0.6951493170264923,0.6450931175490381,0.2910973802776635
157410,0,Cash loans,M,Y,Y,0,126000.0,247275.0,17586.0,225000.0,Married,365243,-24338,,0.0438536404553796,0.7623356180684377
157421,0,Revolving loans,M,Y,N,0,112500.0,270000.0,13500.0,270000.0,Single / not married,-1739,-18388,0.4926289909764956,0.4706129598790317,0.7032033049040319
157443,0,Cash loans,F,Y,Y,0,112500.0,1165500.0,30874.5,1165500.0,Married,-10698,-19220,0.7621994632498432,0.6880088293880456,0.7352209993926424
157458,0,Cash loans,F,N,Y,0,144000.0,458460.0,33489.0,405000.0,Married,365243,-18621,0.5214431532866383,0.6762029895911714,0.3139166772114369
157459,0,Cash loans,M,Y,N,1,270000.0,352044.0,17122.5,247500.0,Married,-1296,-12880,0.1850276605895733,0.5555989462539505,0.8435435389318647
157484,0,Revolving loans,F,Y,Y,1,112500.0,247500.0,12375.0,247500.0,Married,-899,-7879,,0.6802070331817415,0.3217352821966848
157513,0,Cash loans,F,N,Y,0,112500.0,112500.0,7011.0,112500.0,Married,-1200,-14242,0.4396004938598812,0.7457117602592662,0.4920600938649263
157518,0,Cash loans,F,N,Y,0,157500.0,417024.0,21420.0,360000.0,Widow,365243,-19713,,0.6338918221007351,0.3328505641648731
157532,0,Cash loans,F,N,Y,0,90000.0,495882.0,39177.0,405000.0,Married,-2603,-19302,,0.643509469745156,0.5602843280409464
157536,0,Cash loans,F,Y,Y,0,112500.0,1116076.5,37012.5,913500.0,Married,-962,-13250,,0.2494291022690739,
157538,0,Cash loans,F,N,Y,0,45000.0,45000.0,4846.5,45000.0,Married,-579,-15068,0.3557551938570407,0.576923205474005,0.5814837058057234
157543,0,Cash loans,F,N,N,0,180000.0,312768.0,11718.0,270000.0,Separated,-2895,-13645,,0.604936147916832,0.3979463219016906
157545,0,Cash loans,M,N,N,0,292500.0,180000.0,21492.0,180000.0,Separated,-918,-16505,,0.7228272443520909,0.0785361445733672
157587,0,Cash loans,F,Y,Y,1,135000.0,540000.0,29425.5,540000.0,Civil marriage,-2382,-13602,0.7911818065848218,0.4605420461785357,0.6690566947824041
157614,1,Cash loans,F,N,Y,2,54000.0,144486.0,8860.5,103500.0,Married,-148,-13248,0.5444583326947678,0.2082383723239486,
157639,0,Cash loans,F,Y,N,2,225000.0,675000.0,53329.5,675000.0,Married,-2682,-11070,0.3596646644561453,0.5823738623117436,0.2127563054543414
157640,0,Cash loans,M,N,Y,1,135000.0,971280.0,56920.5,900000.0,Married,-340,-10628,,0.7730970740415086,0.8327850252992314
