SK_ID_CURR,actual_default,pd_raw,pd_calibrated,credit_grade,decision_recommendation,grade_group,is_investment_grade,is_review_grade,is_high_risk,portfolio_percentile,risk_priority_flag,decision_pd_threshold,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,LGD,EAD,ECL_base
271722,1,0.58166236,0.12440274671037205,D,Reject,High Risk,0,0,1,0.7988313856427379,Immediate Review,Review,1288350.0,37669.5,1125000.0,0.7,1288350.0,112191.99510701546
226483,0,0.58113104,0.12418612392262963,B,Reject,High Risk,0,0,1,0.798553144129104,Manual Underwriting,Review,171900.0,8140.5,112500.0,0.55,171900.0,11741.177086265021
143818,0,0.58057714,0.12396063563831927,B,Reject,High Risk,0,0,1,0.7982749026154702,Manual Underwriting,Review,450000.0,22018.5,450000.0,0.55,450000.0,30680.257320484023
128076,0,0.58047146,0.12391765495498343,B,Reject,High Risk,0,0,1,0.7979966611018364,Manual Underwriting,Review,808650.0,23305.5,675000.0,0.55,808650.0,55113.30642364104
297802,1,0.58038163,0.12388113264618582,D,Reject,High Risk,0,0,1,0.7977184195882026,Immediate Review,Review,450000.0,36081.0,450000.0,0.7,450000.0,39022.556783548534
207152,0,0.58007836,0.12375789268556457,B,Reject,High Risk,0,0,1,0.7974401780745687,Manual Underwriting,Review,521280.0,31630.5,450000.0,0.55,521280.0,35481.88286452211
194218,0,0.5798315,0.12365764420005743,B,Reject,High Risk,0,0,1,0.7971619365609349,Manual Underwriting,Review,533668.5,27378.0,477000.0,0.55,533668.5,36295.7042215781
105852,0,0.5794111,0.12348710152110438,B,Reject,High Risk,0,0,1,0.796883695047301,Manual Underwriting,Review,47970.0,4873.5,45000.0,0.55,47970.0,3258.021942982058
262984,0,0.5788757,0.12327020787158766,B,Reject,High Risk,0,0,1,0.7966054535336672,Manual Underwriting,Review,284400.0,10849.5,225000.0,0.55,284400.0,19281.925915273743
438544,0,0.57844937,0.12309771441480934,B,Reject,High Risk,0,0,1,0.7963272120200334,Manual Underwriting,Review,454500.0,19255.5,454500.0,0.55,454500.0,30771.35116084197
186751,0,0.57837397,0.12306723074151041,B,Reject,High Risk,0,0,1,0.7960489705063996,Manual Underwriting,Review,225000.0,24363.0,225000.0,0.55,225000.0,15229.569804261913
242775,0,0.5782727,0.12302629884930999,B,Reject,High Risk,0,0,1,0.7957707289927657,Manual Underwriting,Review,490500.0,15952.5,490500.0,0.55,490500.0,33189.4197720726
253962,0,0.5782363,0.1230115816484406,B,Reject,High Risk,0,0,1,0.7954924874791319,Manual Underwriting,Review,835380.0,40320.0,675000.0,0.55,835380.0,56518.77829261088
272243,0,0.5779353,0.12288999988257873,B,Reject,High Risk,0,0,1,0.7952142459654981,Manual Underwriting,Review,284400.0,18643.5,225000.0,0.55,284400.0,19222.45378163297
261681,0,0.5774864,0.12270887852084238,B,Reject,High Risk,0,0,1,0.7949360044518642,Manual Underwriting,Review,225000.0,10489.5,225000.0,0.55,225000.0,15185.223716954246
129593,0,0.57723325,0.12260683899770017,B,Reject,High Risk,0,0,1,0.7946577629382304,Manual Underwriting,Review,107820.0,8595.0,90000.0,0.55,107820.0,7270.708159402619
279171,0,0.5765439,0.12232934528033199,B,Reject,High Risk,0,0,1,0.7943795214245966,Manual Underwriting,Review,545040.0,25407.0,450000.0,0.55,545040.0,36670.91249337568
424104,0,0.5763811,0.12226387191136498,B,Reject,High Risk,0,0,1,0.7941012799109627,Manual Underwriting,Review,900000.0,29164.5,900000.0,0.55,900000.0,60520.61659612566
120386,0,0.57584876,0.12205004769460626,B,Reject,High Risk,0,0,1,0.7938230383973289,Manual Underwriting,Review,142632.0,15358.5,126000.0,0.55,142632.0,9574.533321527393
302531,0,0.57580346,0.12203186679931714,B,Reject,High Risk,0,0,1,0.7935447968836951,Manual Underwriting,Review,490495.5,30006.0,454500.0,0.55,490495.5,32920.84483691545
272866,0,0.57565314,0.12197155164098378,B,Reject,High Risk,0,0,1,0.7932665553700612,Manual Underwriting,Review,54000.0,5467.5,54000.0,0.55,54000.0,3622.5550837372184
443580,0,0.5755876,0.12194525251516176,B,Reject,High Risk,0,0,1,0.7929883138564274,Manual Underwriting,Review,684652.5,37269.0,544500.0,0.55,684652.5,45919.56709870024
191758,0,0.5754215,0.12187866584648566,B,Reject,High Risk,0,0,1,0.7927100723427936,Manual Underwriting,Review,225000.0,20637.0,225000.0,0.55,225000.0,15082.4848985026
453623,0,0.57489103,0.12166616155204461,B,Reject,High Risk,0,0,1,0.7924318308291597,Manual Underwriting,Review,679500.0,22585.5,679500.0,0.55,679500.0,45469.68622603788
270031,0,0.57484525,0.12164783907105438,B,Reject,High Risk,0,0,1,0.7921535893155259,Manual Underwriting,Review,269550.0,11547.0,225000.0,0.55,269550.0,18034.596261881492
413080,0,0.5747418,0.12160643138920589,B,Reject,High Risk,0,0,1,0.7918753478018921,Manual Underwriting,Review,247500.0,12375.0,247500.0,0.55,247500.0,16553.675472855655
213718,0,0.5744995,0.12150951908853493,B,Reject,High Risk,0,0,1,0.7915971062882582,Manual Underwriting,Review,675000.0,21906.0,675000.0,0.55,675000.0,45110.408961618596
241013,1,0.57398283,0.12130309045112558,D,Reject,High Risk,0,0,1,0.7913188647746243,Immediate Review,Review,134775.0,7438.5,112500.0,0.7,134775.0,11444.036810885314
293068,0,0.5738292,0.12124175366379392,B,Reject,High Risk,0,0,1,0.7910406232609906,Manual Underwriting,Review,646029.0,31207.5,522000.0,0.55,646029.0,43079.12888271693
160970,0,0.5736799,0.1211822031109868,B,Reject,High Risk,0,0,1,0.7907623817473567,Manual Underwriting,Review,454500.0,13419.0,454500.0,0.55,454500.0,30292.521222668933
268738,0,0.5736683,0.12117756664638986,B,Reject,High Risk,0,0,1,0.7904841402337228,Manual Underwriting,Review,134775.0,7438.5,112500.0,0.55,134775.0,8982.438599621957
271731,1,0.5735962,0.12114880020775083,D,Reject,High Risk,0,0,1,0.7902058987200891,Immediate Review,Review,76410.0,8356.5,67500.0,0.7,76410.0,6479.885876711968
295165,0,0.5734344,0.12108429921135687,B,Reject,High Risk,0,0,1,0.7899276572064552,Manual Underwriting,Review,1288350.0,37800.0,1125000.0,0.55,1288350.0,85799.4262889234
173916,0,0.57271856,0.12079922457313241,B,Reject,High Risk,0,0,1,0.7896494156928213,Manual Underwriting,Review,508495.5,24462.0,454500.0,0.55,508495.5,33784.224154409996
211111,0,0.5725439,0.12072976471245986,B,Reject,High Risk,0,0,1,0.7893711741791876,Manual Underwriting,Review,553806.0,22090.5,495000.0,0.55,553806.0,36773.4774419917
195242,0,0.5724726,0.12070139802207679,B,Reject,High Risk,0,0,1,0.7890929326655537,Manual Underwriting,Review,1006920.0,42790.5,900000.0,0.55,1006920.0,66845.15843301427
353788,0,0.5723996,0.12067239742786925,B,Reject,High Risk,0,0,1,0.7888146911519198,Manual Underwriting,Review,454500.0,16321.5,454500.0,0.55,454500.0,30165.082547031616
440864,0,0.5723597,0.12065652546572908,B,Reject,High Risk,0,0,1,0.7885364496382861,Manual Underwriting,Review,1293502.5,37948.5,1129500.0,0.55,1293502.5,85838.23453217883
279139,0,0.57224804,0.1206121645956732,B,Reject,High Risk,0,0,1,0.7882582081246522,Manual Underwriting,Review,1024740.0,52452.0,900000.0,0.55,1024740.0,67977.8602512736
178239,0,0.5722365,0.12060757062761773,B,Reject,High Risk,0,0,1,0.7879799666110183,Manual Underwriting,Review,320521.5,29524.5,297000.0,0.55,320521.5,21261.52569690599
305888,1,0.57184446,0.12045191494252494,D,Reject,High Risk,0,0,1,0.7877017250973846,Immediate Review,Review,180000.0,9000.0,180000.0,0.7,180000.0,15176.941282758142
342065,0,0.57151294,0.12032041626294608,B,Reject,High Risk,0,0,1,0.7874234835837507,Manual Underwriting,Review,52128.0,6025.5,45000.0,0.55,52128.0,3449.634462425169
296737,0,0.57136816,0.12026302791263753,B,Reject,High Risk,0,0,1,0.7871452420701168,Manual Underwriting,Review,528633.0,21658.5,472500.0,0.55,528633.0,34966.25287899772
210656,0,0.5711591,0.12018021207020313,B,Reject,High Risk,0,0,1,0.7868670005564831,Manual Underwriting,Review,509400.0,32683.5,450000.0,0.55,509400.0,33670.890015708814
343887,0,0.5710707,0.1201451830692934,B,Reject,High Risk,0,0,1,0.7865887590428492,Manual Underwriting,Review,719946.0,30631.5,643500.0,0.55,719946.0,47573.924183503026
381908,0,0.57104325,0.12013432681317124,B,Reject,High Risk,0,0,1,0.7863105175292153,Manual Underwriting,Review,670500.0,53104.5,670500.0,0.55,670500.0,44302.536370527225
197588,0,0.57073927,0.1200140207188589,B,Reject,High Risk,0,0,1,0.7860322760155816,Manual Underwriting,Review,675000.0,34596.0,675000.0,0.55,675000.0,44555.20519187637
134646,0,0.57056755,0.11994610556988863,B,Reject,High Risk,0,0,1,0.7857540345019477,Manual Underwriting,Review,979992.0,25848.0,702000.0,0.55,979992.0,64650.423139305465
295100,0,0.5702051,0.11980286430885864,B,Reject,High Risk,0,0,1,0.7854757929883138,Manual Underwriting,Review,314055.0,13437.0,238500.0,0.55,314055.0,20693.57870278523
203825,0,0.5697521,0.11962404995870966,B,Reject,High Risk,0,0,1,0.7851975514746801,Manual Underwriting,Review,254700.0,25321.5,225000.0,0.55,254700.0,16757.53503846584
368212,0,0.5692369,0.11942095253567464,B,Reject,High Risk,0,0,1,0.7849193099610462,Manual Underwriting,Review,643500.0,31086.0,643500.0,0.55,643500.0,42266.06062618866
376065,1,0.56922436,0.11941602213475137,D,Reject,High Risk,0,0,1,0.7846410684474123,Immediate Review,Review,904500.0,36000.0,904500.0,0.7,904500.0,75608.25441461783
111873,0,0.56908125,0.11935966372277351,B,Reject,High Risk,0,0,1,0.7843628269337786,Manual Underwriting,Review,314100.0,21375.0,225000.0,0.55,314100.0,20619.97870642774
274027,0,0.56902266,0.11933659650533025,B,Reject,High Risk,0,0,1,0.7840845854201447,Manual Underwriting,Review,315000.0,13473.0,315000.0,0.55,315000.0,20675.065344548468
278392,0,0.5688867,0.11928308508223691,B,Reject,High Risk,0,0,1,0.7838063439065108,Manual Underwriting,Review,727785.0,23607.0,607500.0,0.55,727785.0,47746.84204211669
356244,0,0.5687623,0.11923414300274246,B,Reject,High Risk,0,0,1,0.7835281023928771,Manual Underwriting,Review,337500.0,16875.0,,0.55,337500.0,22132.837794884068
135789,0,0.5686369,0.11918481983376616,B,Reject,High Risk,0,0,1,0.7832498608792432,Manual Underwriting,Review,540000.0,27000.0,540000.0,0.55,540000.0,35397.89149062856
427624,0,0.5685416,0.11914734696282177,B,Reject,High Risk,0,0,1,0.7829716193656093,Manual Underwriting,Review,172512.0,8937.0,144000.0,0.55,172512.0,11304.890915587672
319715,0,0.5685383,0.11914605820856201,B,Reject,High Risk,0,0,1,0.7826933778519756,Manual Underwriting,Review,544491.0,15732.0,454500.0,0.55,544491.0,35680.67600902099
267708,0,0.5677744,0.11884608354506546,B,Reject,High Risk,0,0,1,0.7824151363383417,Manual Underwriting,Review,152820.0,15241.5,135000.0,0.55,152820.0,9989.132168046297
343531,0,0.56690925,0.1185071309125372,B,Reject,High Risk,0,0,1,0.7821368948247078,Manual Underwriting,Review,1125000.0,47664.0,1125000.0,0.55,1125000.0,73326.2872521324
190162,0,0.56678635,0.11845904725618601,B,Reject,High Risk,0,0,1,0.781858653311074,Manual Underwriting,Review,1255680.0,41629.5,1125000.0,0.55,1255680.0,81810.66105225623
391860,1,0.5666139,0.11839161402900741,D,Reject,High Risk,0,0,1,0.7815804117974402,Immediate Review,Review,753840.0,24448.5,540000.0,0.7,753840.0,62473.83402373886
418151,1,0.5663008,0.1182692562769208,D,Reject,High Risk,0,0,1,0.7813021702838063,Immediate Review,Review,417024.0,25330.5,360000.0,0.7,417024.0,34524.78283073863
371677,0,0.5657689,0.11806164119713546,B,Reject,High Risk,0,0,1,0.7810239287701725,Manual Underwriting,Review,225000.0,22383.0,225000.0,0.55,225000.0,14610.128098145515
349085,0,0.56562614,0.1180059757527126,B,Reject,High Risk,0,0,1,0.7807456872565387,Manual Underwriting,Review,675000.0,33750.0,675000.0,0.55,675000.0,43809.718498194554
297143,0,0.5654708,0.11794543199942936,B,Reject,High Risk,0,0,1,0.7804674457429048,Manual Underwriting,Review,509400.0,37197.0,450000.0,0.55,509400.0,33044.77168328012
282009,1,0.5654104,0.11792188157263597,D,Reject,High Risk,0,0,1,0.780189204229271,Immediate Review,Review,269550.0,14242.5,225000.0,0.7,269550.0,22250.090224532818
238597,0,0.56531674,0.11788540271378002,B,Reject,High Risk,0,0,1,0.7799109627156372,Manual Underwriting,Review,1223010.0,48631.5,1125000.0,0.55,1223010.0,79296.26450513906
436503,0,0.5645932,0.11760386280262478,B,Reject,High Risk,0,0,1,0.7796327212020033,Manual Underwriting,Review,275040.0,13504.5,180000.0,0.55,275040.0,17790.171533878656
194686,0,0.56433564,0.1175037865478304,B,Reject,High Risk,0,0,1,0.7793544796883695,Manual Underwriting,Review,71955.0,8667.0,67500.0,0.55,71955.0,4650.241728577025
223101,0,0.5640916,0.11740903582730933,B,Reject,High Risk,0,0,1,0.7790762381747357,Manual Underwriting,Review,490536.0,18621.0,405000.0,0.55,490536.0,31676.347339221757
243408,0,0.5635671,0.11720559457957191,B,Reject,High Risk,0,0,1,0.7787979966611018,Manual Underwriting,Review,1078200.0,31522.5,900000.0,0.55,1078200.0,69504.08964163194
284404,0,0.5635043,0.11718124837784048,B,Reject,High Risk,0,0,1,0.778519755147468,Manual Underwriting,Review,276813.0,31437.0,256500.0,0.55,276813.0,17840.511098968338
287620,0,0.56343937,0.11715609832287614,B,Reject,High Risk,0,0,1,0.7782415136338342,Manual Underwriting,Review,1170000.0,34339.5,1170000.0,0.55,1170000.0,75389.94927077081
259464,0,0.563145,0.1170420926898776,B,Reject,High Risk,0,0,1,0.7779632721202003,Manual Underwriting,Review,773460.0,59985.0,697500.0,0.55,773460.0,49790.05735655201
236400,0,0.563093,0.11702197454201599,B,Reject,High Risk,0,0,1,0.7776850306065665,Manual Underwriting,Review,573408.0,20727.0,495000.0,0.55,573408.0,36905.735008003576
328933,0,0.5628342,0.11692184373748087,B,Reject,High Risk,0,0,1,0.7774067890929327,Manual Underwriting,Review,1048500.0,34650.0,1048500.0,0.55,1048500.0,67425.90423731178
335024,0,0.56279266,0.11690577715536984,B,Reject,High Risk,0,0,1,0.7771285475792988,Manual Underwriting,Review,225000.0,17775.0,225000.0,0.55,225000.0,14467.08992297702
239922,0,0.5625259,0.11680266932787009,B,Reject,High Risk,0,0,1,0.776850306065665,Manual Underwriting,Review,790830.0,57676.5,675000.0,0.55,790830.0,50804.08024150773
136010,0,0.5623946,0.11675193931535148,B,Reject,High Risk,0,0,1,0.7765720645520312,Manual Underwriting,Review,318528.0,23305.5,252000.0,0.55,318528.0,20453.818949432156
200122,0,0.56231725,0.11672205831963872,B,Reject,High Risk,0,0,1,0.7762938230383973,Manual Underwriting,Review,703584.0,27391.5,504000.0,0.55,703584.0,45168.07497442058
275712,0,0.5623165,0.11672175908283743,B,Reject,High Risk,0,0,1,0.7760155815247635,Manual Underwriting,Review,354276.0,23805.0,292500.0,0.55,354276.0,22743.444856457223
402835,0,0.56223804,0.1166914705560841,B,Reject,High Risk,0,0,1,0.7757373400111297,Manual Underwriting,Review,247275.0,19953.0,225000.0,0.55,247275.0,15870.185859965633
307992,0,0.56209564,0.11663650372419053,B,Reject,High Risk,0,0,1,0.7754590984974958,Manual Underwriting,Review,755190.0,34992.0,675000.0,0.55,755190.0,48445.4966861093
404700,0,0.56187093,0.11654980814303732,B,Reject,High Risk,0,0,1,0.775180856983862,Manual Underwriting,Review,640080.0,31261.5,450000.0,0.55,640080.0,41030.66065790743
388888,0,0.56126475,0.11631621598978475,B,Reject,High Risk,0,0,1,0.7749026154702282,Manual Underwriting,Review,547344.0,24237.0,472500.0,0.55,547344.0,35015.740608592016
270353,0,0.5612088,0.1162946688503843,B,Reject,High Risk,0,0,1,0.7746243739565943,Manual Underwriting,Review,526491.0,23188.5,454500.0,0.55,526491.0,33675.45307373923
338516,0,0.5611998,0.1162912041919737,B,Reject,High Risk,0,0,1,0.7743461324429605,Manual Underwriting,Review,408780.0,12393.0,337500.0,0.55,408780.0,26145.63514727726
293056,0,0.56114304,0.11626936284661488,B,Reject,High Risk,0,0,1,0.7740678909293267,Manual Underwriting,Review,545040.0,25537.5,450000.0,0.55,545040.0,34854.29943925544
221946,0,0.5602093,0.11591045562948865,B,Reject,High Risk,0,0,1,0.7737896494156928,Manual Underwriting,Review,490500.0,21735.0,490500.0,0.55,490500.0,31269.743167445304
187474,0,0.5599901,0.11582635536412828,B,Reject,High Risk,0,0,1,0.773511407902059,Manual Underwriting,Review,755190.0,36459.0,675000.0,0.55,755190.0,48108.99791908982
345091,0,0.55976135,0.11573862927517146,B,Reject,High Risk,0,0,1,0.7732331663884252,Manual Underwriting,Review,405000.0,11137.5,405000.0,0.55,405000.0,25780.779671044445
362328,0,0.5594749,0.11562885881262715,B,Reject,High Risk,0,0,1,0.7729549248747913,Manual Underwriting,Review,814041.0,23931.0,679500.0,0.55,814041.0,51769.64752117941
236576,0,0.5594422,0.11561634807983293,B,Reject,High Risk,0,0,1,0.7726766833611575,Manual Underwriting,Review,112068.0,12199.5,99000.0,0.55,112068.0,7126.291093135895
433926,0,0.5588955,0.11540712771993605,B,Reject,High Risk,0,0,1,0.7723984418475236,Manual Underwriting,Review,219870.0,11641.5,157500.0,0.55,219870.0,13956.010844480288
335028,0,0.5588801,0.1154012245132959,B,Reject,High Risk,0,0,1,0.7721202003338898,Manual Underwriting,Review,270000.0,13500.0,270000.0,0.55,270000.0,17137.081840224444
425464,0,0.5587248,0.11534186516227114,B,Reject,High Risk,0,0,1,0.771841958820256,Manual Underwriting,Review,203760.0,11826.0,180000.0,0.55,203760.0,12926.132145005404
325241,0,0.558708,0.11533544090613525,B,Reject,High Risk,0,0,1,0.7715637173066221,Manual Underwriting,Review,675000.0,53329.5,675000.0,0.55,675000.0,42818.28243640272
311734,1,0.558609,0.11529760789562073,D,Reject,High Risk,0,0,1,0.7712854757929883,Immediate Review,Review,675000.0,53460.0,675000.0,0.7,675000.0,54478.119730680795
264949,0,0.55851716,0.11526251780686123,B,Reject,High Risk,0,0,1,0.7710072342793545,Manual Underwriting,Review,381528.0,18684.0,315000.0,0.55,381528.0,24186.732841598885
159342,0,0.5580329,0.11507765710747479,B,Reject,High Risk,0,0,1,0.7707289927657206,Manual Underwriting,Review,225000.0,15660.0,225000.0,0.55,225000.0,14240.860067050005
196258,0,0.55791914,0.11503428354032896,B,Reject,High Risk,0,0,1,0.7704507512520868,Manual Underwriting,Review,710640.0,71851.5,675000.0,0.55,710640.0,44961.37979030466
116354,0,0.5577108,0.11495487041852268,B,Reject,High Risk,0,0,1,0.770172509738453,Manual Underwriting,Review,332946.0,18189.0,238500.0,0.55,332946.0,21050.570357500997
202134,0,0.5571083,0.11472544297795023,B,Reject,High Risk,0,0,1,0.7698942682248191,Manual Underwriting,Review,1293502.5,35698.5,1129500.0,0.55,1293502.5,81618.70601807235
417751,0,0.55683404,0.11462115364589098,B,Reject,High Risk,0,0,1,0.7696160267111853,Manual Underwriting,Review,270000.0,21775.5,270000.0,0.55,270000.0,17021.241316414813
235311,0,0.55631655,0.1144245864369611,B,Reject,High Risk,0,0,1,0.7693377851975515,Manual Underwriting,Review,215640.0,19908.0,180000.0,0.55,215640.0,13570.984800596461
105831,1,0.5561792,0.1143724714000888,D,Reject,High Risk,0,0,1,0.7690595436839176,Immediate Review,Review,1024740.0,52321.5,900000.0,0.7,1024740.0,82041.43243976889
163141,0,0.5557964,0.11422729628697241,B,Reject,High Risk,0,0,1,0.7687813021702838,Manual Underwriting,Review,170640.0,6561.0,135000.0,0.55,170640.0,10720.460211124935
442354,0,0.5557099,0.11419452246134452,B,Reject,High Risk,0,0,1,0.76850306065665,Manual Underwriting,Review,521280.0,27423.0,450000.0,0.55,521280.0,32740.02636775732
337818,0,0.55561906,0.11416010860021306,B,Reject,High Risk,0,0,1,0.7682248191430161,Manual Underwriting,Review,684652.5,35086.5,544500.0,0.55,684652.5,42988.00206437406
362864,0,0.5553611,0.11406242610435152,B,Reject,High Risk,0,0,1,0.7679465776293823,Manual Underwriting,Review,301464.0,23949.0,238500.0,0.55,301464.0,18912.143372717226
372773,0,0.55497193,0.11391520506735774,B,Reject,High Risk,0,0,1,0.7676683361157485,Manual Underwriting,Review,310671.0,24543.0,256500.0,0.55,310671.0,19464.582870414604
224196,0,0.5549014,0.1138885475776402,B,Reject,High Risk,0,0,1,0.7673900946021146,Manual Underwriting,Review,755190.0,36328.5,675000.0,0.55,755190.0,47304.120734836964
163966,0,0.55486614,0.11387520960693384,B,Reject,High Risk,0,0,1,0.7671118530884808,Manual Underwriting,Review,66222.0,7987.5,58500.0,0.55,66222.0,4147.574271824706
118090,0,0.5547951,0.11384835755273573,B,Reject,High Risk,0,0,1,0.766833611574847,Manual Underwriting,Review,225000.0,11074.5,225000.0,0.55,225000.0,14088.734247151047
105766,0,0.55468464,0.11380662618042754,B,Reject,High Risk,0,0,1,0.7665553700612131,Manual Underwriting,Review,180000.0,9000.0,180000.0,0.55,180000.0,11266.855991862327
388887,0,0.55440986,0.11370286231242503,B,Reject,High Risk,0,0,1,0.7662771285475793,Manual Underwriting,Review,477000.0,34839.0,477000.0,0.55,477000.0,29829.94592766471
212733,0,0.55433047,0.11367289644257342,B,Reject,High Risk,0,0,1,0.7659988870339455,Manual Underwriting,Review,585000.0,22716.0,585000.0,0.55,585000.0,36574.254430397996
182738,0,0.5540702,0.11357470076495327,B,Reject,High Risk,0,0,1,0.7657206455203116,Manual Underwriting,Review,1147500.0,33682.5,1147500.0,0.55,1147500.0,71679.83302028113
371745,0,0.55403036,0.11355968674498093,B,Reject,High Risk,0,0,1,0.7654424040066778,Manual Underwriting,Review,808650.0,21460.5,675000.0,0.55,808650.0,50506.52237748086
406455,0,0.55401725,0.11355474238669296,B,Reject,High Risk,0,0,1,0.765164162493044,Manual Underwriting,Review,272520.0,17545.5,225000.0,0.55,272520.0,17020.266117371862
311054,0,0.55395645,0.11353182099615582,B,Reject,High Risk,0,0,1,0.7648859209794101,Manual Underwriting,Review,474183.0,18004.5,391500.0,0.55,474183.0,29609.17271148109
246622,1,0.5538838,0.11350443297893721,D,Reject,High Risk,0,0,1,0.7646076794657763,Immediate Review,Review,663093.0,21388.5,553500.0,0.7,663093.0,52684.79648411169
435641,0,0.5537416,0.11345084193402051,B,Reject,High Risk,0,0,1,0.7643294379521425,Manual Underwriting,Review,814041.0,23931.0,679500.0,0.55,814041.0,50794.5002503466
272327,0,0.55357045,0.11338638673700738,B,Reject,High Risk,0,0,1,0.7640511964385086,Manual Underwriting,Review,270000.0,14778.0,270000.0,0.55,270000.0,16837.8784304456
443271,0,0.5531504,0.11322831391259605,B,Reject,High Risk,0,0,1,0.7637729549248747,Manual Underwriting,Review,536328.0,14278.5,351000.0,0.55,536328.0,33400.13332926315
198747,0,0.5529669,0.11315930854284774,B,Reject,High Risk,0,0,1,0.763494713411241,Manual Underwriting,Review,267336.0,13131.0,211500.0,0.55,267336.0,16638.35629973591
349554,0,0.5527366,0.11307276196730806,B,Reject,High Risk,0,0,1,0.7632164718976071,Manual Underwriting,Review,276277.5,13288.5,238500.0,0.55,276277.5,17181.702996932625
420599,0,0.5526062,0.11302380274209407,B,Reject,High Risk,0,0,1,0.7629382303839732,Manual Underwriting,Review,450000.0,28890.0,450000.0,0.55,450000.0,27973.391178668287
353251,1,0.55218774,0.11286675228229723,D,Reject,High Risk,0,0,1,0.7626599888703395,Immediate Review,Review,129384.0,9198.0,108000.0,0.7,129384.0,10222.206314104922
293768,0,0.55218357,0.11286518743447792,B,Reject,High Risk,0,0,1,0.7623817473567056,Manual Underwriting,Review,450000.0,12897.0,450000.0,0.55,450000.0,27934.133890033285
331046,0,0.55202854,0.11280705558282506,B,Reject,High Risk,0,0,1,0.7621035058430717,Manual Underwriting,Review,2250000.0,59485.5,2250000.0,0.55,2250000.0,139598.73128374602
296025,0,0.55187,0.11274763212423844,B,Reject,High Risk,0,0,1,0.761825264329438,Manual Underwriting,Review,384048.0,13923.0,270000.0,0.55,384048.0,23815.27644212724
174358,0,0.5515195,0.11261637196105129,B,Reject,High Risk,0,0,1,0.7615470228158041,Manual Underwriting,Review,239850.0,25960.5,225000.0,0.55,239850.0,14856.070248171984
329838,0,0.55149263,0.1126063097283302,B,Reject,High Risk,0,0,1,0.7612687813021702,Manual Underwriting,Review,531706.5,19098.0,459000.0,0.55,531706.5,32930.428752961525
284671,0,0.5510224,0.11243042566658831,B,Reject,High Risk,0,0,1,0.7609905397885365,Manual Underwriting,Review,675000.0,24799.5,675000.0,0.55,675000.0,41739.79552872091
362521,0,0.5507343,0.11232277095195985,B,Reject,High Risk,0,0,1,0.7607122982749026,Manual Underwriting,Review,539100.0,27652.5,450000.0,0.55,539100.0,33304.26320111086
151340,0,0.55060154,0.11227320525665656,B,Reject,High Risk,0,0,1,0.7604340567612687,Manual Underwriting,Review,254700.0,27153.0,225000.0,0.55,254700.0,15727.791958378735
387151,0,0.54991084,0.11201560275730078,B,Reject,High Risk,0,0,1,0.760155815247635,Manual Underwriting,Review,152820.0,10341.0,135000.0,0.55,152820.0,9415.02342735389
365860,0,0.5493921,0.11182247387391972,B,Reject,High Risk,0,0,1,0.7598775737340011,Manual Underwriting,Review,675000.0,34596.0,675000.0,0.55,675000.0,41514.0934256927
106696,0,0.54886067,0.11162492018389711,B,Reject,High Risk,0,0,1,0.7595993322203672,Manual Underwriting,Review,509400.0,40374.0,450000.0,0.55,509400.0,31273.953887922453
375000,0,0.5487917,0.1115993066719826,B,Reject,High Risk,0,0,1,0.7593210907067335,Manual Underwriting,Review,364896.0,18760.5,315000.0,0.55,364896.0,22397.177334058873
303510,0,0.5484768,0.11148241761820832,B,Reject,High Risk,0,0,1,0.7590428491930996,Manual Underwriting,Review,675000.0,50598.0,675000.0,0.55,675000.0,41387.847540759845
394238,0,0.5483887,0.11144973529117101,B,Reject,High Risk,0,0,1,0.7587646076794657,Manual Underwriting,Review,1183963.5,38322.0,927000.0,0.55,1183963.5,72573.8302681746
299893,0,0.5482436,0.11139590954239885,B,Reject,High Risk,0,0,1,0.758486366165832,Manual Underwriting,Review,225000.0,11250.0,225000.0,0.55,225000.0,13785.24380587186
126640,0,0.5482108,0.11138375492397252,B,Reject,High Risk,0,0,1,0.7582081246521981,Manual Underwriting,Review,649462.5,33291.0,580500.0,0.55,649462.5,39786.76456277078
188674,0,0.5480745,0.11133322624995128,B,Reject,High Risk,0,0,1,0.7579298831385642,Manual Underwriting,Review,247500.0,12375.0,247500.0,0.55,247500.0,15155.235423274618
302802,0,0.54807127,0.1113320334234646,B,Reject,High Risk,0,0,1,0.7576516416249305,Manual Underwriting,Review,239850.0,23850.0,225000.0,0.55,239850.0,14686.64351913989
444557,0,0.5477634,0.11121799343881837,B,Reject,High Risk,0,0,1,0.7573734001112966,Manual Underwriting,Review,247500.0,12375.0,247500.0,0.55,247500.0,15139.549356859152
454749,0,0.5476436,0.11117364152076777,B,Reject,High Risk,0,0,1,0.7570951585976627,Manual Underwriting,Review,450000.0,24543.0,450000.0,0.55,450000.0,27515.476276390025
101494,0,0.54708433,0.11096680438521514,B,Reject,High Risk,0,0,1,0.756816917084029,Manual Underwriting,Review,906228.0,46399.5,810000.0,0.55,906228.0,55308.67386242261
426031,0,0.5468985,0.11089814635149504,B,Reject,High Risk,0,0,1,0.7565386755703951,Manual Underwriting,Review,161730.0,11632.5,135000.0,0.55,161730.0,9864.556465185013
336315,1,0.546877,0.11089022158392461,D,Reject,High Risk,0,0,1,0.7562604340567612,Immediate Review,Review,136287.0,10044.0,103500.0,0.7,136287.0,10579.026940305832
